duration,keep_direction,keep_time,avg_v,avg_speed,total_distance,mean_dist,mean_time,mean_acc,mean_curve,mean_dir,mean_head,std_dist,std_time,std_acc,std_curve,std_dir,std_head
6888,47,0.7221254355400697,0.5579184406704215,0.21594879043481252,1487.4552685149886,27.044641245727064,125.23636363636363,0.0022569212917355904,1.0448355265320663,84.94419252614276,9.589019319077165,25.353610427473637,263.8097774489906,0.01347507664479597,0.10458802911504363,13.860374942789825,18.135891871647615
5016,66,0.9916267942583732,0.3161246189913608,0.18801933277004443,943.1049731745428,14.076193629470788,74.86567164179104,0.003875955459580251,1.0019596172477068,89.36001636412928,1.2993607152526834,10.630617415606174,88.97239141162905,0.02274687219339452,0.0111661787386447,5.199251636152324,7.350294183700601
5001,55,0.7294541091781643,0.8764446918446454,0.34095263899911943,1705.1041476345963,21.86030958505893,64.11538461538461,0.001674138988178324,1.0180289286392825,82.666618403008,8.228974769559757,21.06519046818151,133.66356356484016,0.02642820589805233,0.08880567856022714,13.372235820300862,13.468600412419502
4299,50,0.8597348220516399,0.2970759063693969,0.21244469447239112,913.2997415368094,14.972126910439497,70.47540983606558,0.0015886493637382521,1.0587716720990794,84.0463563677467,8.527751764930095,20.717047847495024,37.17993754674119,0.014539906333831107,0.2647017501658016,15.273524472378817,19.181331907972716
7560,61,0.8126984126984127,0.6999550877146901,0.38003300899293035,2873.0495479865535,32.64829031802902,85.9090909090909,0.0030746092367015835,1.03862045518317,82.01780200482668,11.190562514118673,37.39072628389245,211.83686027672525,0.0335512004594864,0.21411914979120225,14.517593159915506,17.25711618082669
2976,25,0.7741935483870968,0.7361934662251158,0.4663942376507744,1387.9892512487047,39.656835749962994,85.02857142857142,0.0016763001165022219,1.0793366340394128,76.73870299247542,10.538404670181132,47.81683452524584,122.28385846388855,0.01174373906301762,0.1903653576210917,22.39613134601382,17.911693914547683
6684,144,0.9838420107719928,0.5858137761152199,0.20720637592167507,1384.9674166604761,9.17196964675812,44.264900662251655,0.0023104781075036843,1.0291094658205393,87.58732275346051,4.857523523032858,3.722244651991436,144.79168420318243,0.033114417382910835,0.08607170501083698,11.227355294721052,15.553515003209228
3498,24,0.8765008576329331,0.4904125487094368,0.17820112984434464,623.3475521955176,22.26241257841134,124.92857142857143,0.0021697357176332422,1.024257306802593,82.63462767999972,11.814893540785521,16.800063364336918,216.77422892615857,0.022160079709050904,0.051688326020870305,18.623803886111343,22.670645276693772
2139,48,0.9565217391304348,0.9515886717475694,0.3142089014389655,672.0928401779472,12.001657860320487,38.19642857142857,0.008655467174131041,1.0167724703253227,83.73692596537788,10.039773172752232,5.035182791782704,157.31263454422498,0.0695445749380444,0.035541118342898845,15.612724985976522,18.949437749364016
5037,31,0.984514592019059,1.469989743119826,0.23621169884065343,1189.7983270603713,33.99423791601061,143.9142857142857,0.035017216582659445,1.0686422325903537,86.73361889782774,5.094353708358165,31.668692335237857,465.66697919243114,0.15694566096383072,0.3381110175350867,11.288549670789745,14.917541313927641
4095,26,0.8688644688644689,1.7910688451809809,0.39352542609608027,1611.4866198634486,36.624695905987465,93.06818181818181,0.13950856894067867,1.0507247199788399,82.1271945175263,5.246657305905668,35.997093503546026,208.09246171826348,1.0158311369203445,0.3010746435400967,11.406485390126576,10.28854786654369
4881,33,0.8156115550092194,0.25493153706172283,0.1666834046189023,813.5816979448621,20.33954244862155,122.025,-0.00024125287749789288,1.0997173177375619,83.76507015300975,11.106070474960324,29.187805895283084,111.18509061470428,0.007629434797116407,0.1454229365900202,15.33556736987442,19.741491773120917
6291,45,0.9837863614687649,0.435145995688971,0.13049615999218217,820.9513425108181,17.103152968975376,131.0625,0.01766776833889775,1.0066208867130173,87.6945296663589,4.70904578786265,14.329561234960943,224.01045420638297,0.0981625876806077,0.019311308019405518,9.176871938678133,12.67655420053196
